,units,n_back,dropout,vloss,sec_elaps
184,144,144,0.2,0.004876778461039066,81
145,48,864,0.0,0.004852716811001301,152
17,120,720,0.1,0.004829868208616972,167
15,120,624,0.1,0.004810932092368603,123
97,240,336,0.0,0.004794475622475147,134
211,120,672,0.1,0.004782586824148893,157
66,96,576,0.0,0.0047426046803593636,105
110,96,384,0.0,0.004698827862739563,95
10,72,240,0.0,0.004660661797970533,68
90,72,528,0.0,0.0045729284174740314,136
82,192,768,0.1,0.0045286910608410835,285
191,48,384,0.1,0.004500044975429773,124
31,384,288,0.1,0.004415225237607956,182
32,72,288,0.1,0.004413641057908535,90
158,24,384,0.0,0.004354060627520084,143
129,96,576,0.1,0.004338610917329788,147
20,120,864,0.2,0.004282322246581316,248
195,240,528,0.2,0.004281245172023773,245
208,864,432,0.2,0.0042078024707734585,633
178,192,720,0.0,0.004184819292277098,310
104,72,528,0.2,0.004116415046155453,174
102,288,24,0.0,0.004072587471455336,37
85,120,48,0.2,0.004046124406158924,76
120,528,24,0.0,0.003998119849711657,41
132,72,24,0.2,0.003940129652619362,38
24,48,48,0.1,0.003933771047741175,49
77,48,24,0.2,0.003839971497654915,41
154,672,24,0.1,0.0038084813859313726,69
173,240,24,0.0,0.003800002159550786,53
70,528,120,0.1,0.003795652650296688,150
216,720,120,0.1,,74
