,units,n_back,n_dense,dropout,vloss,test_mae_pers,test_mae_pred,test_skill,frac_0_mae_pers
0,24,96,24,0.0,0.21715578436851501,0.04557496955470568,0.07934089054670318,-0.7408874064406505,0.0
1,24,96,24,0.1,0.17842650413513184,0.04557496955470568,0.07225160978955325,-0.5853353385749696,0.0
2,24,96,36,0.0,0.17140790820121765,0.04557496955470568,0.07033287550173173,-0.5432347226761836,0.0
3,24,96,36,0.1,0.17407271265983582,0.04557496955470568,0.07273780809410302,-0.5960034379571568,0.0
4,24,120,36,0.0,0.17684876918792725,0.04557496955470568,0.06780082336182994,-0.48767676696844675,0.0
5,24,120,36,0.1,0.1665727198123932,0.04557496955470568,0.06861501475779487,-0.5055416477115404,0.0
6,24,240,24,0.1,0.22066999971866608,0.04557496955470568,0.07299041407058116,-0.6015460851370946,0.0
7,24,288,24,0.0,0.15860490500926971,0.04557496955470568,0.06340027304639968,-0.3911204695440882,0.0
8,24,288,24,0.1,0.1471289098262787,0.04557496955470568,0.057659486656281914,-0.2651568880824078,0.0
9,24,288,36,0.0,0.19158923625946045,0.04557496955470568,0.06766651138993786,-0.48472971131038745,0.0
10,24,336,36,0.1,0.12489284574985504,0.04557496955470568,0.05694384577432286,-0.2494543897823258,0.0
11,48,24,24,0.1,0.19552509486675262,0.04557496955470568,0.07992418727627816,-0.7536860267200305,0.0
12,48,24,36,0.1,0.1755630075931549,0.04557496955470568,0.07509744240688399,-0.6477782243330117,0.0
13,48,72,36,0.1,0.1843511015176773,0.04557496955470568,0.07734281447996949,-0.6970458836430258,0.0
14,48,96,24,0.0,0.18746082484722137,0.04557496955470568,0.0788873453791808,-0.7309357779052115,0.0
15,48,96,36,0.0,0.17303042113780975,0.04557496955470568,0.07369620778696111,-0.6170325182225356,0.0
16,48,120,24,0.1,0.19569095969200134,0.04557496955470568,0.07148636769544554,-0.568544496988358,0.0
17,48,144,24,0.1,0.16784735023975372,0.04557496955470568,0.0664956706523301,-0.4590392775251855,0.0
18,48,288,24,0.0,0.14514048397541046,0.04557496955470568,0.06212838512993991,-0.3632128718235219,0.0
19,48,288,36,0.1,0.15232810378074646,0.04557496955470568,0.0588556038318176,-0.2914019341509506,0.0
20,48,384,24,0.0,0.14143185317516327,0.04557496955470568,0.0577671894205045,-0.26752008799839033,0.0
21,48,432,24,0.1,0.1218423992395401,0.04557496955470568,0.05003296348821306,-0.09781671775241119,0.0
22,48,480,24,0.0,0.09828346967697144,0.04557496955470568,0.05113369410438926,-0.12196880445550695,0.0
23,72,24,24,0.1,0.16304752230644226,0.04557496955470568,0.07625808714958075,-0.6732449389361579,0.0
24,72,24,36,0.1,0.1840379685163498,0.04557496955470568,0.07550030103143633,-0.6566176953954943,0.0
25,72,72,24,0.0,0.1796981245279312,0.04557496955470568,0.07382295792879336,-0.6198136531979546,0.0
26,72,96,36,0.1,0.19799868762493134,0.04557496955470568,0.07329394456894835,-0.608206111492194,0.0
27,72,120,24,0.1,0.20423421263694763,0.04557496955470568,0.07247969068474476,-0.59033985964037,0.0
28,72,192,24,0.0,0.23147381842136383,0.04557496955470568,0.07665975596600949,-0.6820583033849612,0.0
29,72,240,24,0.0,0.16864795982837677,0.04557496955470568,0.06501462843960176,-0.42654244368856453,0.0
30,72,240,24,0.1,0.20716649293899536,0.04557496955470568,0.07082823715018623,-0.5541038829475886,0.0
