,units,n_back,n_dense,dropout,vloss,test_mae_pers,test_mae_pred,test_skill
0,336,120,24,0.0,0.0567190013825893,0.0455749695547056,0.0391782380722292,0.1403562425817557
1,48,288,36,0.0,0.0685042813420295,0.0455749695547056,0.0421239302937736,0.0757222504951884
2,120,96,24,0.1,0.0547199770808219,0.0455749695547056,0.0396902089202911,0.1291226454326163
3,24,432,36,0.0,0.0574198439717292,0.0455749695547056,0.0378856318423122,0.1687184388168066
4,120,72,24,0.0,0.055161390453577,0.0455749695547056,0.0408387118251126,0.1039223454424447
5,480,192,24,0.0,0.0548759326338768,0.0455749695547056,0.0430986029932937,0.0543361100535551
6,240,288,24,0.1,0.06495923548936844,0.04557496955470568,0.04242208684137635,0.06918013866240291
7,336,480,36,0.0,0.058765705674886703,0.04557496955470568,0.042230817405869724,0.07337694751110735
