,units,n_back,dropout,vloss,sec_elaps
371,480,24,0.2,0.0003092196420766413,122
79,240,720,0.2,0.00030914382659830153,462
176,336,72,0.1,0.0003088774683419615,124
385,72,96,0.1,0.00030772120226174593,103
359,288,12,0.0,0.0003076503053307533,81
301,96,432,0.0,0.0003074751584790647,200
241,336,336,0.1,0.0003069952072110027,301
315,96,144,0.1,0.0003066585923079401,124
324,864,48,0.1,0.00030642320052720606,151
270,624,624,0.0,0.00030615844298154116,755
253,480,192,0.1,0.00030538244755007327,237
252,120,12,0.2,0.00030513008823618293,67
47,768,720,0.1,0.0003050780505873263,1686
283,96,96,0.2,0.0003050674858968705,90
300,672,192,0.0,0.0003050442028325051,509
114,528,12,0.0,0.0003048254584427923,65
30,432,288,0.1,0.0003047657955903,554
157,432,432,0.0,0.0003046194033231586,487
265,288,240,0.0,0.00030443505966104567,254
313,144,120,0.1,0.00030383793637156487,152
155,12,120,0.0,0.00030370859894901514,154
245,12,192,0.0,0.00030345848063006997,228
223,720,384,0.2,0.0003033157263416797,698
143,24,336,0.0,0.0003032234963029623,234
259,336,384,0.2,0.0003031850792467594,400
379,96,120,0.1,0.0003031807718798518,122
92,624,768,0.2,0.00030308120767585933,1309
254,576,624,0.1,0.00030306322150863707,1036
84,336,96,0.1,0.00030279377824626863,114
358,624,336,0.2,0.0003024899633601308,590
156,432,96,0.0,0.0003010188811458647,123
9,288,144,0.1,0.000300990359392,234
227,24,624,0.2,0.00030047615291550756,415
202,144,336,0.1,0.00030037196120247245,249
150,144,576,0.2,0.0002998043200932443,446
116,144,12,0.2,0.00029955554055050015,106
13,144,720,0.1,0.0002988700871355,528
41,528,624,0.2,0.000298845989163965,833
349,528,120,0.0,0.00029882119270041585,194
272,192,480,0.2,0.00029878204804845154,429
184,144,720,0.2,0.000298235536320135,547
304,336,144,0.0,0.00029812604770995677,188
196,576,48,0.1,0.00029764362261630595,106
167,192,240,0.1,0.00029694350087083876,295
162,192,384,0.0,0.0002954592346213758,409
242,768,288,0.1,0.0002951557107735425,574
243,120,624,0.1,0.00029507651925086975,430
172,384,672,0.1,0.00029478210490196943,944
39,72,384,0.0,0.00029315767460502684,209
8,192,72,0.0,0.0002930226328317,115
74,768,672,0.0,0.0002897552330978215,1202
29,72,480,0.0,0.0002881386317312,253
99,72,12,0.0,0.0002879760868381709,101
174,120,24,0.2,0.0002841387176886201,137
23,48,48,0.2,0.0002837696229107,103
239,72,144,0.2,0.00027821544790640473,186
178,624,576,0.2,0.00027750246226787567,1383
86,120,432,0.0,0.00026139005785807967,411
217,144,480,0.1,0.0002456156362313777,636
83,120,72,0.1,0.00024377905356232077,164
388,240,480,0.1,,107
