,units,n_back,dropout,vloss,sec_elaps
213,144,864,0.0,0.00033895066007971764,402
510,576,48,0.0,0.0003388116601854563,58
776,96,336,0.0,0.0003386805474292487,186
228,432,48,0.1,0.00033861558767966926,68
901,864,72,0.2,0.0003385846212040633,152
738,96,528,0.1,0.0003385359304957092,198
554,240,240,0.2,0.00033849276951514184,159
811,384,12,0.2,0.0003383661387488246,65
905,12,768,0.1,0.0003383492003194988,329
505,768,12,0.2,0.0003379755362402648,45
649,48,336,0.0,0.00033794253249652684,165
168,192,144,0.0,0.00033787472057156265,136
173,288,72,0.2,0.00033781881211325526,73
586,576,144,0.0,0.0003377604589331895,161
127,576,288,0.2,0.00033750224974937737,267
984,120,96,0.2,0.00033744622487574816,71
585,120,288,0.2,0.00033742390223778784,212
1066,96,432,0.0,0.00033715448807924986,232
879,480,144,0.2,0.00033687453833408654,110
376,624,720,0.0,0.0003367026220075786,484
676,24,96,0.2,0.00033653457649052143,83
98,12,432,0.2,0.000336510973284021,272
120,48,144,0.1,0.00033639560570009053,67
303,720,48,0.0,0.0003363931318745017,129
107,96,96,0.1,0.00033610593527555466,55
971,336,672,0.0,0.00033583721960894763,559
972,144,192,0.2,0.00033580997842364013,155
325,144,120,0.0,0.0003357491223141551,150
426,576,48,0.2,0.00033566629281267524,57
787,768,240,0.2,0.00033563043689355254,215
451,720,576,0.2,0.0003354294167365879,421
1148,336,24,0.1,0.00033542164601385593,58
328,24,672,0.0,0.000335314980475232,346
711,120,672,0.1,0.00033522117882966995,339
391,672,120,0.1,0.0003351957711856812,160
1071,384,12,0.1,0.00033512673689983785,53
986,720,12,0.2,0.00033507560146972537,65
950,192,72,0.1,0.0003350409970153123,84
736,120,12,0.1,0.0003349904727656394,54
202,144,624,0.1,0.00033498791162855923,388
49,336,240,0.2,0.00033491686917841434,169
569,480,72,0.1,0.0003348465543240309,65
929,768,120,0.2,0.00033474393421784043,248
559,480,672,0.1,0.00033471849747002125,521
13,864,720,0.2,0.00033471474307589233,1340
1056,576,672,0.0,0.00033471116330474615,596
434,240,720,0.0,0.0003346696903463453,370
616,336,432,0.1,0.00033459090627729893,276
834,384,120,0.1,0.0003345668374095112,178
450,48,48,0.0,0.0003345032746437937,60
926,624,672,0.1,0.0003344411088619381,638
74,192,48,0.0,0.00033443584106862545,82
268,672,528,0.1,0.0003343646530993283,694
857,864,192,0.2,0.00033412405173294246,301
128,768,480,0.1,0.00033407064620405436,373
