,units,n_back,dropout,vloss,sec_elaps
223,576,624,0.1,0.000709693122189492,122
68,864,48,0.1,0.0007095910259522498,53
219,432,120,0.0,0.0007094166940078139,52
471,144,288,0.0,0.0007092687883414328,72
711,480,288,0.1,0.0007089113933034241,63
720,336,720,0.2,0.0007088521379046142,152
208,624,288,0.2,0.0007088174461387098,130
347,864,528,0.2,0.0007086623809300363,311
117,12,528,0.1,0.0007085612160153687,64
308,72,12,0.2,0.0007084330427460372,20
8,288,72,0.1,0.0007080204668454826,26
538,144,48,0.0,0.0007074960158206522,43
370,72,864,0.2,0.000707410101313144,86
85,336,432,0.2,0.000707301136571914,88
755,384,12,0.2,0.000707252707798034,14
766,240,192,0.0,0.0007072329171933234,51
326,864,672,0.2,0.0007070961873978376,199
231,96,864,0.2,0.0007065176614560187,90
424,480,120,0.2,0.0007063039229251444,46
461,48,120,0.1,0.0007060900679789484,31
37,12,24,0.1,0.0007060771458782256,41
503,48,192,0.1,0.0007060389616526663,30
546,192,192,0.2,0.0007060265634208918,58
29,336,240,0.0,0.0007060220814310014,74
147,672,480,0.2,0.0007060193456709385,111
701,384,720,0.0,0.0007059901254251599,209
627,768,72,0.2,0.0007059607305563986,34
595,624,96,0.2,0.0007056596223264933,49
143,480,336,0.2,0.0007055116584524512,122
291,768,12,0.1,0.0007052547298371792,24
212,384,576,0.0,0.000705128419212997,82
558,96,432,0.0,0.000705036916770041,54
294,144,672,0.1,0.0007048361585475504,105
23,48,48,0.1,0.0007046849932521582,30
632,720,432,0.2,0.0007045695092529058,115
683,576,144,0.1,0.0007044307421892881,43
797,528,624,0.2,0.0007042618235573173,128
703,576,864,0.0,0.000704197445884347,336
151,576,48,0.1,0.0007039363845251501,21
14,672,72,0.0,0.0007037247414700687,40
113,144,768,0.0,0.0007036928436718881,116
534,192,576,0.2,0.0007032285211607814,99
252,72,528,0.1,0.0007031133864074945,58
588,624,480,0.2,0.0007030423730611801,167
339,336,528,0.2,0.0007024520891718566,74
286,768,864,0.0,0.000702083227224648,416
408,432,480,0.1,0.0007013944559730589,151
543,96,192,0.0,0.0007012620917521417,33
278,864,144,0.2,0.0007007459062151611,82
367,240,96,0.1,0.0007003294304013252,40
736,96,720,0.2,0.0006997684831731021,86
807,672,720,0.1,0.0006995396106503904,242
57,240,336,0.2,0.0006995329167693853,63
378,24,72,0.2,0.0006993768038228154,38
671,432,12,0.2,0.0006986133521422744,14
50,624,768,0.1,0.0006983799976296723,156
723,624,384,0.1,0.0006983455969020724,180
28,144,72,0.2,0.0006983412313275039,33
740,336,72,0.1,0.0006981191108934581,31
625,768,72,0.1,0.0006980968755669892,48
